"count","city","county","road","number","type","type2","area","area2","GeoJson"
1,"台中市","大肚","追分段","662","農業區","--",4233,4233,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56349897069,24.114546702697],[120.56349971409,24.114473220215],[120.56342967427,24.114287040538],[120.56339663338,24.114120471734],[120.56374037977,24.114039350455],[120.56380721876,24.114149314598],[120.56386374116,24.114241104913],[120.56406213474,24.114176805059],[120.56406901358,24.114188618513],[120.56414779052,24.114275936133],[120.5642237068,24.114332400161],[120.56427056209,24.114360203926],[120.56430570708,24.114343520628],[120.56442070209,24.114389209384],[120.5645288674,24.114408569282],[120.56457423405,24.114438183146],[120.5646279116,24.114494583595],[120.56461982488,24.114547632772],[120.56458647868,24.114616939879],[120.56440375951,24.114576501481],[120.5641267081,24.114518103042],[120.56390771129,24.114536983295],[120.56370507685,24.114540033655],[120.56370839019,24.114583135941],[120.56367720635,24.114597562368],[120.56360899283,24.114601450027],[120.5635199752,24.114619340092],[120.56349897069,24.114546702697]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6620000,""ymax"":24.114619340092,""ymin"":24.114039350455,""xmax"":120.5646279116,""xmin"":120.56339663338,""xcenter"":120.56401227249,""ycenter"":24.114329345273}}]}"
2,"台中市","大肚","追分段","662-2","農業區","--",257,257,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56380721876,24.114149314598],[120.56401202605,24.114088208379],[120.56406213474,24.114176805059],[120.56386374116,24.114241104913],[120.56380721876,24.114149314598]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6620002,""ymax"":24.114241104913,""ymin"":24.114088208379,""xmax"":120.56406213474,""xmin"":120.56380721876,""xcenter"":120.56393467675,""ycenter"":24.114164656646}}]}"
3,"台中市","大肚","追分段","662-4","農業區","--",309,309,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56374037977,24.114039350455],[120.5639541132,24.113969197623],[120.56397575958,24.113998290358],[120.56401202605,24.114088208379],[120.56380721876,24.114149314598],[120.56374037977,24.114039350455]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6620004,""ymax"":24.114149314598,""ymin"":24.113969197623,""xmax"":120.56401202605,""xmin"":120.56374037977,""xcenter"":120.56387620291,""ycenter"":24.114059256111}}]}"
4,"台中市","大肚","追分段","663","農業區","--",78,78,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56458647868,24.114616939879],[120.56461982488,24.114547632772],[120.5646279116,24.114494583595],[120.56464563991,24.11451323207],[120.56467177422,24.114530543668],[120.56469241405,24.114565076738],[120.56465173159,24.11461168252],[120.5646210267,24.114630646592],[120.56458647868,24.114616939879]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6630000,""ymax"":24.114630646592,""ymin"":24.114494583595,""xmax"":120.56469241405,""xmin"":120.56458647868,""xcenter"":120.56463944636,""ycenter"":24.114562615094}}]}"
5,"台中市","大肚","追分段","664","農業區","--",6860,6860,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56367204841,24.11524439359],[120.56364509791,24.115176275323],[120.56361612242,24.114976604759],[120.56359788001,24.11496385161],[120.56356832584,24.114789127857],[120.5635199752,24.114619340092],[120.56360899283,24.114601450027],[120.56367720635,24.114597562368],[120.56370839019,24.114583135941],[120.56370507685,24.114540033655],[120.56390771129,24.114536983295],[120.5641267081,24.114518103042],[120.56440375951,24.114576501481],[120.56458647868,24.114616939879],[120.5646210267,24.114630646592],[120.56465173159,24.11461168252],[120.56469241405,24.114565076738],[120.56476847032,24.114580262502],[120.56484689792,24.11462493955],[120.56486370535,24.114623626593],[120.56493054561,24.114733590253],[120.56493632577,24.114778060367],[120.56491295724,24.114819725824],[120.56487587832,24.114823702708],[120.56486340981,24.114857234242],[120.56486429854,24.11488672134],[120.56485618888,24.114946574593],[120.56484281323,24.11495606228],[120.56482646469,24.114967809541],[120.56479950136,24.114903320303],[120.56475137358,24.114959430684],[120.56466209043,24.115055794961],[120.56465336662,24.115004965929],[120.5646572188,24.114888853078],[120.56449216923,24.114884300218],[120.56448882032,24.114851630846],[120.56444191262,24.114839249693],[120.56440183931,24.114851836491],[120.56438155555,24.11485812918],[120.56437690355,24.114918445872],[120.56428091323,24.114952192802],[120.56427086488,24.115000700274],[120.56418358427,24.11508935863],[120.56401544019,24.115122899553],[120.56372955278,24.11519239281],[120.56373235348,24.115240936932],[120.56369424911,24.115255797207],[120.56367204841,24.11524439359]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6640000,""ymax"":24.115255797207,""ymin"":24.114518103042,""xmax"":120.56493632577,""xmin"":120.5635199752,""xcenter"":120.56422815049,""ycenter"":24.114886950125}}]}"
6,"台中市","大肚","追分段","665","農業區","--",485,485,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56466209043,24.115055794961],[120.56475137358,24.114959430684],[120.56479950136,24.114903320303],[120.56482646469,24.114967809541],[120.56484281323,24.11495606228],[120.56486098829,24.114988773872],[120.56488168038,24.115007884369],[120.56488310164,24.115026032765],[120.56489739824,24.115036506479],[120.56486993496,24.115119892267],[120.56463952606,24.115151895707],[120.56466209043,24.115055794961]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6650000,""ymax"":24.115151895707,""ymin"":24.114903320303,""xmax"":120.56489739824,""xmin"":120.56463952606,""xcenter"":120.56476846215,""ycenter"":24.115027608005}}]}"
7,"台中市","大肚","追分段","667","農業區","--",1586,1586,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56405631101,24.115312624597],[120.56403440066,24.115215489825],[120.56401226601,24.115184581273],[120.5641983397,24.115110266719],[120.56428812511,24.115011636106],[120.56429221999,24.114969915786],[120.56440058686,24.114929853615],[120.56440183931,24.114851836491],[120.56444191262,24.114839249693],[120.56448882032,24.114851630846],[120.56449216923,24.114884300218],[120.5646572188,24.114888853078],[120.56465336662,24.115004965929],[120.56466209043,24.115055794961],[120.56463952606,24.115151895707],[120.56463254431,24.115170473768],[120.56459351456,24.115166733675],[120.56456595276,24.115133088083],[120.56454328236,24.115114425514],[120.56449735835,24.115103408008],[120.56442213364,24.115134492562],[120.56434285241,24.115195957293],[120.56429869791,24.115246181943],[120.56418925018,24.115313457473],[120.56413139306,24.115323725424],[120.56405631101,24.115312624597]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6670000,""ymax"":24.115323725424,""ymin"":24.114839249693,""xmax"":120.56466209043,""xmin"":120.56401226601,""xcenter"":120.56433717822,""ycenter"":24.115081487558}}]}"
8,"台中市","大肚","追分段","668","農業區","--",2531,2531,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56443540935,24.115592675163],[120.56448549437,24.115542467383],[120.56448121843,24.115491651024],[120.56401420791,24.115486690176],[120.5640272124,24.115440912812],[120.56404111771,24.115420993712],[120.56466134192,24.115423215862],[120.56464839596,24.115451756318],[120.56460317175,24.115526019266],[120.56465532726,24.11559420919],[120.56467552827,24.115612411098],[120.56445345852,24.115662582351],[120.56443540935,24.115592675163]]],[[[120.5640818406,24.115362594393],[120.56413139306,24.115323725424],[120.56418925018,24.115313457473],[120.56429869791,24.115246181943],[120.56434285241,24.115195957293],[120.56442213364,24.115134492562],[120.56449735835,24.115103408008],[120.56454328236,24.115114425514],[120.56456595276,24.115133088083],[120.56459351456,24.115166733675],[120.56463254431,24.115170473768],[120.56463952606,24.115151895707],[120.56486993496,24.115119892267],[120.56482906067,24.115223198633],[120.56476871575,24.115238449435],[120.56472494822,24.11532042792],[120.56471160473,24.115320389904],[120.56471057951,24.11533127359],[120.56469072392,24.115357072713],[120.56466036425,24.115420037815],[120.56403766289,24.115419623027],[120.5640818406,24.115362594393]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6680000,""ymax"":24.115662582351,""ymin"":24.115103408008,""xmax"":120.56486993496,""xmin"":120.56401420791,""xcenter"":120.56444207143,""ycenter"":24.11538299518}}]}"
9,"台中市","大肚","追分段","669","農業區","--",2996,2996,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56475398951,24.116085748464],[120.56467270935,24.116007496199],[120.56459563623,24.116000472438],[120.56458759687,24.115893397888],[120.56451508832,24.115851912839],[120.56434441855,24.115901323212],[120.56412277787,24.115970546762],[120.56409198702,24.115868850582],[120.56405494825,24.115714971574],[120.56402843327,24.115664091747],[120.56401426267,24.115616422403],[120.56400170991,24.115528840114],[120.56401420791,24.115486690176],[120.56448121843,24.115491651024],[120.56448549437,24.115542467383],[120.56443540935,24.115592675163],[120.56445345852,24.115662582351],[120.56467552827,24.115612411098],[120.56469080259,24.115626062878],[120.56473682523,24.115754111644],[120.56477046982,24.115888929262],[120.56477605824,24.11599009991],[120.56479796007,24.116089956202],[120.56475398951,24.116085748464]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":6690000,""ymax"":24.116089956202,""ymin"":24.115486690176,""xmax"":120.56479796007,""xmin"":120.56400170991,""xcenter"":120.56439983499,""ycenter"":24.115788323189}}]}"
10,"台中市","大肚","追分段","769","農業區","--",2903,840,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.56257805137,24.117809143192],[120.56267161327,24.117763596603],[120.56297709393,24.117602078951],[120.5630652454,24.117548805295],[120.56311077603,24.117530337561],[120.56311126408,24.11753215339],[120.56311267588,24.117553023418],[120.56341467909,24.117396484624],[120.56340981238,24.117374243899],[120.56343066619,24.117345726157],[120.5634614319,24.117309071783],[120.56364463139,24.117208894063],[120.56374118235,24.117156097607],[120.56393524327,24.117059125808],[120.56410751258,24.11697569984],[120.56406109427,24.11681861883],[120.56403947045,24.11678272205],[120.56401551544,24.116705540233],[120.56399291553,24.11666601179],[120.56389669691,24.116329159596],[120.56384980793,24.116165273043],[120.56378196492,24.115913780185],[120.56375229653,24.115772623194],[120.56373957943,24.11573357654],[120.5637299767,24.115650538742],[120.56368232118,24.115421330296],[120.56371049079,24.115421410741],[120.56372980537,24.115555280441],[120.5637503175,24.115627462785],[120.56376178329,24.115744072939],[120.5637774395,24.11579083933],[120.56380224734,24.115907941182],[120.56389057962,24.116238420416],[120.56400142925,24.116632922662],[120.56404262163,24.116727844405],[120.56406072451,24.116781875482],[120.56407841924,24.116810503312],[120.56408369576,24.116857693658],[120.56412384147,24.116969849517],[120.56420994455,24.116937435335],[120.564421319,24.1168355226],[120.56486546969,24.11658684994],[120.56489915713,24.116562904628],[120.56490402867,24.116583784498],[120.56492913669,24.116612433345],[120.56490188469,24.116633221731],[120.56444932313,24.116884592167],[120.56425379559,24.11697702436],[120.56416966012,24.11701216583],[120.56412116457,24.117030625426],[120.56377265961,24.117201094735],[120.56349586975,24.117355438251],[120.56344276143,24.117422420559],[120.56340562941,24.117441819612],[120.56317887872,24.117559563246],[120.56312986397,24.117585278773],[120.56309275649,24.117597420083],[120.56301054633,24.11764753549],[120.56257832203,24.117874917191],[120.56257805137,24.117809143192]]],[[[120.56149340736,24.118341291606],[120.56126329038,24.118285744288],[120.56117884775,24.118265542984],[120.56116849709,24.118257348301],[120.56114982057,24.118226902891],[120.56078641167,24.118128332712],[120.56082459308,24.118091246595],[120.56117860874,24.118190696917],[120.56118551073,24.118195706435],[120.56120966536,24.11821392015],[120.56131978701,24.118240092086],[120.56141558577,24.118263501174],[120.56149755891,24.118283241651],[120.56158994768,24.118292125374],[120.56162507091,24.118282246782],[120.56168991035,24.1182538555],[120.56185671081,24.11818084942],[120.56200622286,24.11810507194],[120.56218048708,24.118017117823],[120.56232257938,24.117943133196],[120.5624770469,24.117863286968],[120.56258052089,24.117809603871],[120.56258030196,24.117874015643],[120.56229711224,24.118020173664],[120.56221839186,24.118061226466],[120.56188421231,24.118232186042],[120.56166541574,24.118335434729],[120.56159766814,24.118347034143],[120.56149340736,24.118341291606]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""大肚區"",""段名"":""追分段"",""地號"":7690000,""ymax"":24.118347034143,""ymin"":24.115421330296,""xmax"":120.56492913669,""xmin"":120.56078641167,""xcenter"":120.56285777418,""ycenter"":24.11688418222}}]}"
1,"台中市","神岡區","新庄子段","286-2","一般 農業區","農牧用地","3,680 m2","3,680 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.6459795927,24.288153346049],[120.64574475348,24.288238551639],[120.64569709885,24.288126570082],[120.64562113027,24.287949663736],[120.64561451549,24.287937460089],[120.6455546031,24.287793238171],[120.64549138106,24.287643784984],[120.64542721419,24.28749258839],[120.64537295022,24.287366661908],[120.64531299725,24.287237239779],[120.64529883859,24.287205430296],[120.64526768278,24.287137887057],[120.64526768399,24.287137451767],[120.64522660738,24.287051167735],[120.64521102528,24.287018919626],[120.64533034416,24.28697610406],[120.64545299088,24.28693199028],[120.64546808847,24.286967719583],[120.64551904984,24.287085803048],[120.64562002186,24.287322402999],[120.64567240337,24.287442230896],[120.64577008426,24.287667070139],[120.64585643187,24.287868812342],[120.64590927786,24.287992558878],[120.64597770517,24.288148988715],[120.6459795927,24.288153346049]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2860002,""ymax"":24.288238551639,""ymin"":24.28693199028,""xmax"":120.6459795927,""xmin"":120.64521102528,""xcenter"":120.64559530899,""ycenter"":24.28758527096}}]}"
2,"台中市","神岡區","新庄子段","287-2","一般 農業區","農牧用地","5,216 m2","5,216 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64619002143,24.28796535396],[120.64619615896,24.287978427059],[120.64625136174,24.288108708368],[120.64632071401,24.288274281372],[120.64638440018,24.28842808823],[120.64644950157,24.288585380701],[120.64651790093,24.288752257273],[120.64657497506,24.288892989858],[120.64663629093,24.28904548521],[120.64668676001,24.289170531821],[120.64667248033,24.289182251548],[120.64666724432,24.28918659231],[120.64664155004,24.289204379603],[120.64623110832,24.2882196611],[120.64603621521,24.288285371914],[120.64601781352,24.288242234982],[120.6459795927,24.288153346049],[120.64597770517,24.288148988715],[120.64590927786,24.287992558878],[120.64585643187,24.287868812342],[120.64577008426,24.287667070139],[120.64567240337,24.287442230896],[120.64562002186,24.287322402999],[120.64551904984,24.287085803048],[120.64546808847,24.286967719583],[120.64573241018,24.286867783129],[120.64574798635,24.28690220764],[120.64579566112,24.28700678925],[120.64582210201,24.287062133172],[120.64585559274,24.287144046432],[120.64592918186,24.28732268831],[120.64599710739,24.287488693441],[120.64606125683,24.287646419164],[120.64613012286,24.287815908772],[120.64618200482,24.287944876495],[120.64619002143,24.28796535396]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2870002,""ymax"":24.289204379603,""ymin"":24.286867783129,""xmax"":120.64668676001,""xmin"":120.64546808847,""xcenter"":120.64607742424,""ycenter"":24.288036081366}}]}"
3,"台中市","神岡區","新庄子段","288","一般 農業區","農牧用地","2,404 m2","2,404 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64632750408,24.287880356423],[120.64638742944,24.288020225136],[120.64646905093,24.288214120711],[120.64655303393,24.288412809962],[120.64663276234,24.288604524573],[120.6467115484,24.288793625186],[120.646788916,24.288980545991],[120.64682995935,24.289079453032],[120.64670816327,24.289158828655],[120.64668676001,24.289170531821],[120.64663629093,24.28904548521],[120.64657497506,24.288892989858],[120.64651790093,24.288752257273],[120.64644950157,24.288585380701],[120.64638440018,24.28842808823],[120.64632071401,24.288274281372],[120.64625136174,24.288108708368],[120.64619615896,24.287978427059],[120.64619002143,24.28796535396],[120.64618200482,24.287944876495],[120.64632750408,24.287880356423]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2880000,""ymax"":24.289170531821,""ymin"":24.287880356423,""xmax"":120.64682995935,""xmin"":120.64618200482,""xcenter"":120.64650598209,""ycenter"":24.288525444122}}]}"
4,"台中市","神岡區","新庄子段","289","一般 農業區","農牧用地","2,502 m2","2,502 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64639215804,24.28785613043],[120.64649247771,24.28781457563],[120.64652078613,24.287881676702],[120.64658966133,24.288048119068],[120.64666231543,24.288221970179],[120.64673307494,24.288394075675],[120.64680478323,24.288566618634],[120.6468745897,24.288740027724],[120.64694534496,24.28891387428],[120.64697459043,24.288985765668],[120.64685612728,24.2890621021],[120.64682995935,24.289079453032],[120.646788916,24.288980545991],[120.6467115484,24.288793625186],[120.64663276234,24.288604524573],[120.64655303393,24.288412809962],[120.64646905093,24.288214120711],[120.64638742944,24.288020225136],[120.64632750408,24.287880356423],[120.64638169938,24.287860023737],[120.64639215804,24.28785613043]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2890000,""ymax"":24.289079453032,""ymin"":24.28781457563,""xmax"":120.64697459043,""xmin"":120.64632750408,""xcenter"":120.64665104726,""ycenter"":24.288447014331}}]}"
5,"台中市","神岡區","新庄子段","290-1","一般 農業區","農牧用地","2,669 m2","2,669 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64613012286,24.287815908772],[120.64606125683,24.287646419164],[120.64599710739,24.287488693441],[120.64592918186,24.28732268831],[120.64585559274,24.287144046432],[120.64582210201,24.287062133172],[120.64579566112,24.28700678925],[120.64574798635,24.28690220764],[120.64583497939,24.286871069249],[120.64594526525,24.286831714494],[120.64599244473,24.286943694883],[120.64606227216,24.287108833834],[120.64607265957,24.28713062271],[120.64612078666,24.287243475851],[120.64619580332,24.287421250337],[120.6463033543,24.287683547481],[120.64633638989,24.287758494875],[120.64638169938,24.287860023737],[120.64632750408,24.287880356423],[120.64618200482,24.287944876495],[120.64613012286,24.287815908772]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2900001,""ymax"":24.287944876495,""ymin"":24.286831714494,""xmax"":120.64638169938,""xmin"":120.64574798635,""xcenter"":120.64606484287,""ycenter"":24.287388295495}}]}"
6,"台中市","神岡區","新庄子段","293","一般 農業區","農牧用地","10,626 m2","10,626 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64644009535,24.286665713696],[120.64649814239,24.286797742728],[120.64659818188,24.287028681065],[120.64669963679,24.287263104973],[120.64679778221,24.287492297594],[120.64686336939,24.287645673393],[120.64675684737,24.287697661071],[120.646808754,24.287817922771],[120.64690076004,24.288034912823],[120.64699276397,24.288252773398],[120.64709092631,24.288476307033],[120.64713196613,24.288576519872],[120.64718198347,24.288693294701],[120.64723672108,24.288820527518],[120.64710114004,24.288904659692],[120.64697459043,24.288985765668],[120.64694534496,24.28891387428],[120.6468745897,24.288740027724],[120.64680478323,24.288566618634],[120.64673307494,24.288394075675],[120.64666231543,24.288221970179],[120.64658966133,24.288048119068],[120.64652078613,24.287881676702],[120.64649247771,24.28781457563],[120.64639215804,24.28785613043],[120.64638169938,24.287860023737],[120.64633638989,24.287758494875],[120.6463033543,24.287683547481],[120.64619580332,24.287421250337],[120.64612078666,24.287243475851],[120.64607265957,24.28713062271],[120.64606227216,24.287108833834],[120.64599244473,24.286943694883],[120.64594526525,24.286831714494],[120.64619768858,24.286740890671],[120.64626851926,24.28671537322],[120.6464344195,24.286657429911],[120.64644009535,24.286665713696]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2930000,""ymax"":24.288985765668,""ymin"":24.286657429911,""xmax"":120.64723672108,""xmin"":120.64594526525,""xcenter"":120.64659099317,""ycenter"":24.287821597789}}]}"
7,"台中市","神岡區","新庄子段","293-1","一般 農業區","農牧用地","1,588 m2","1,588 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64723672108,24.288820527518],[120.64718198347,24.288693294701],[120.64713196613,24.288576519872],[120.64709092631,24.288476307033],[120.64699276397,24.288252773398],[120.64690076004,24.288034912823],[120.646808754,24.287817922771],[120.64675684737,24.287697661071],[120.64686336939,24.287645673393],[120.64688837895,24.287703625566],[120.64698085753,24.287921487258],[120.64707758648,24.288148064635],[120.64717338159,24.288368980961],[120.64728047609,24.288625617529],[120.64733757506,24.288757644022],[120.64723672108,24.288820527518]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2930001,""ymax"":24.288820527518,""ymin"":24.287645673393,""xmax"":120.64733757506,""xmin"":120.64675684737,""xcenter"":120.64704721122,""ycenter"":24.288233100455}}]}"
8,"台中市","神岡區","新庄子段","297","一般 農業區","特定目的事業用地","4,084 m2","4,084 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64650529218,24.286445171431],[120.64657795734,24.286614669698],[120.64669073593,24.286875672871],[120.64679832482,24.287124475672],[120.64691016052,24.287383300014],[120.64701160544,24.287621641331],[120.64706492856,24.287744953292],[120.64717062651,24.28799113966],[120.64728671618,24.288257808871],[120.64740467468,24.288535799961],[120.64746506922,24.288678281102],[120.64734613776,24.288752440369],[120.64733757506,24.288757644022],[120.64728047609,24.288625617529],[120.64717338159,24.288368980961],[120.64707758648,24.288148064635],[120.64698085753,24.287921487258],[120.64688837895,24.287703625566],[120.64686336939,24.287645673393],[120.64679778221,24.287492297594],[120.64669963679,24.287263104973],[120.64659818188,24.287028681065],[120.64649814239,24.286797742728],[120.64644009535,24.286665713696],[120.6464344195,24.286657429911],[120.64640991538,24.286588596491],[120.6463797487,24.286506691079],[120.64637550237,24.286496669443],[120.64650529218,24.286445171431]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2970000,""ymax"":24.288757644022,""ymin"":24.286445171431,""xmax"":120.64746506922,""xmin"":120.64637550237,""xcenter"":120.6469202858,""ycenter"":24.287601407726}}]}"
9,"台中市","神岡區","新庄子段","298","一般 農業區","特定目的事業用地","3,675 m2","3,675 m2","{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64752062811,24.288680151152],[120.64751982591,24.288454667177],[120.64759769944,24.28863070642],[120.64752062811,24.288680151152]]],[[[120.64667704279,24.286503900184],[120.64672377079,24.286607608725],[120.64683513462,24.286865126155],[120.64693235187,24.287086481257],[120.64694839728,24.287123083206],[120.64705079308,24.287360991418],[120.64715695957,24.287609355361],[120.64730463273,24.287960980166],[120.64734710688,24.288057713933],[120.64743392253,24.288262938691],[120.64750847392,24.288438099687],[120.64750931095,24.288650960228],[120.64746506922,24.288678281102],[120.64740467468,24.288535799961],[120.64728671618,24.288257808871],[120.64717062651,24.28799113966],[120.64706492856,24.287744953292],[120.64701160544,24.287621641331],[120.64691016052,24.287383300014],[120.64679832482,24.287124475672],[120.64669073593,24.286875672871],[120.64657795734,24.286614669698],[120.64650529218,24.286445171431],[120.6466265121,24.286401488668],[120.64663126707,24.286399323255],[120.64667704279,24.286503900184]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""新庄子段"",""地號"":2980000,""ymax"":24.288680151152,""ymin"":24.286399323255,""xmax"":120.64759769944,""xmin"":120.64650529218,""xcenter"":120.64705149581,""ycenter"":24.287539737204}}]}"
1,"台中市","神岡區","山皮段","266-10","特定農業區","農牧用地",115,115,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64322153299,24.245175077838],[120.64312032474,24.245087243798],[120.64304856742,24.245049478671],[120.64290695663,24.245049146424],[120.64287095954,24.245072705308],[120.64285241076,24.245054444759],[120.64288164003,24.245032420381],[120.642925166,24.245037561272],[120.64298267089,24.245032269854],[120.64303932709,24.245028139211],[120.64308575911,24.245052279081],[120.64313637292,24.245092707779],[120.64325193526,24.245187164594],[120.64327214581,24.245215894085],[120.64326155621,24.245223621181],[120.64322153299,24.245175077838]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2660010,""ymax"":24.245223621181,""ymin"":24.245028139211,""xmax"":120.64327214581,""xmin"":120.64285241076,""xcenter"":120.64306227829,""ycenter"":24.245125880196}}]}"
2,"台中市","神岡區","山皮段","266-11","特定農業區","農牧用地",2072,2072,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.6430640236,24.245873156548],[120.64305643841,24.245864611643],[120.6429662551,24.245764400292],[120.64294730729,24.245737611706],[120.6428777758,24.245659541735],[120.64320778767,24.245404890079],[120.64322885341,24.245430133215],[120.6433459795,24.24557032996],[120.64341212514,24.245649942171],[120.64344414173,24.245689551993],[120.64349761235,24.24576680889],[120.64316773092,24.245974562344],[120.64316052843,24.245980359394],[120.6430640236,24.245873156548]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2660011,""ymax"":24.245980359394,""ymin"":24.245404890079,""xmax"":120.64349761235,""xmin"":120.6428777758,""xcenter"":120.64318769408,""ycenter"":24.245692624736}}]}"
3,"台中市","神岡區","山皮段","266-12","特定農業區","農牧用地",4791,4791,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[120.64267670317,24.245154032052],[120.64252463618,24.245264914963],[120.64228654531,24.244997689372],[120.64209190752,24.244761960897],[120.64223599142,24.244633617818],[120.64235427305,24.244511027899],[120.64244461399,24.244403100887],[120.64257061671,24.244240218939],[120.64258666259,24.244246458165],[120.64272886031,24.244339039954],[120.64276848851,24.244377505001],[120.64265875485,24.244466782057],[120.64288183651,24.244659165815],[120.64278479395,24.244744984376],[120.64279401474,24.244773300534],[120.64274238423,24.244945659584],[120.64282792878,24.245041596627],[120.64267670317,24.245154032052]]]]},""properties"":{""縣市"":""台中市"",""鄉鎮"":""神岡區"",""段名"":""山皮段"",""地號"":2660012,""ymax"":24.245264914963,""ymin"":24.244240218939,""xmax"":120.64288183651,""xmin"":120.64209190752,""xcenter"":120.64248687201,""ycenter"":24.244752566951}}]}"
